"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
7.0829795261694e-09,0.56085807788432,0.385,0.172,0.000166046289031989,"Taf1d","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
7.51985029968907e-09,0.734436062605994,0.397,0.188,0.000176287850575611,"Pde7a","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
7.69919042952637e-09,0.567795784046725,0.461,0.227,0.000180492121239387,"Rnf130","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
8.06572718600352e-09,-0.554818014603633,0.446,0.586,0.000189084842421481,"Tmem178b","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
8.52301240581572e-09,-0.31341778487912,0.995,1,0.000199804979829538,"Auts2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
8.63459184094816e-09,0.60497194935125,0.398,0.188,0.000202420736527348,"D10Wsu102e","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
8.92594736131389e-09,0.600962142592011,0.433,0.211,0.000209250983991282,"Sgms1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.00077895727194e-08,0.669560455042873,0.359,0.161,0.00023461261095326,"Dnm2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.00657911074686e-08,0.683664143462523,0.459,0.232,0.000235972340932387,"5330434G04Rik","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.06165863220853e-08,0.588642380405101,0.367,0.164,0.000248884633148645,"Garnl3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.30142654814882e-08,0.548089784672177,0.57,0.318,0.000305093425682528,"Plppr5","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.34199155598369e-08,-0.666603818112436,0.81,0.943,0.000314603080469256,"Nrxn3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.50995172158961e-08,0.77481543962862,0.308,0.128,0.000353977982092251,"Slc8a3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.53163369689823e-08,0.643360316795533,0.407,0.195,0.000359060887563852,"Rundc3b","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.58705183650005e-08,0.5580129979661,0.595,0.333,0.000372052562030707,"Slco3a1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.71947196281712e-08,-0.744461326220517,0.58,0.622,0.000403095812243217,"Aplp1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.78409643205444e-08,0.488093525700682,0.444,0.216,0.000418245726566523,"Spire1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.86384158538861e-08,0.623741086843589,0.47,0.25,0.000436940382862651,"Me3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.05510191699103e-08,0.488979788556897,0.525,0.286,0.000481777542400208,"Shank2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.26314858387077e-08,0.44519483209112,0.513,0.273,0.000530549922516825,"Tle4","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.31338711796261e-08,0.4357590501398,0.895,0.742,0.000542327342063975,"Epha4","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.38090274898655e-08,0.736769036808973,0.357,0.164,0.000558155031444917,"Nhsl1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.08599627162186e-08,-1.27626235115927,0.207,0.326,0.000723450105956313,"H3f3b","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
3.19856462896956e-08,0.664648280349707,0.411,0.211,0.000749839505969334,"Adamts18","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.29262969087189e-08,0.569581309454186,0.497,0.268,0.000771891178431096,"Aopep","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.4475917966472e-08,0.533595592610646,0.318,0.141,0.000808218944888004,"Fndc1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.73703664373806e-08,0.638667210298248,0.37,0.177,0.000876073500391512,"Evi5","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.83263883869558e-08,0.618974058290665,0.552,0.328,0.000898485522955404,"Cep112","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.95571312290435e-08,0.515978433589136,0.608,0.367,0.000927337827402467,"Fat4","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.98680102948746e-08,0.490353025097753,0.777,0.529,0.000934625765342744,"Jakmip2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
4.3237274689391e-08,0.568594966745297,0.487,0.255,0.00101361143054339,"Senp6","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
4.48542990008107e-08,0.664530782334998,0.331,0.148,0.00105151933147601,"Nln","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
5.09587794777348e-08,-0.261316711627717,0.998,1,0.00119462666729654,"Lingo2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
5.12941631542081e-08,0.46957143055871,0.462,0.237,0.0012024890668241,"Ralgps1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
5.13506139610047e-08,0.535521974576625,0.516,0.281,0.00120381244308783,"Slc1a2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
5.2534036613009e-08,0.595749770233333,0.416,0.214,0.00123155542031877,"Tgfbr1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
5.28972673755645e-08,-0.342920338769863,0.351,0.536,0.00124007063908536,"Sgcz","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
5.34878255633563e-08,0.426944774938496,0.857,0.688,0.00125391509468176,"Pak7","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
5.47833923028248e-08,0.354503032115407,0.934,0.768,0.00128428706575512,"Tmem108","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.26632962196204e-08,0.986281580836919,0.311,0.143,0.00146901565327656,"4732471J01Rik","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.27626309944448e-08,0.978266845264747,0.292,0.128,0.00147134435840277,"Arid4a","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.68604629135981e-08,0.675485291403843,0.348,0.161,0.00156740983208348,"Phactr3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
7.02800012389676e-08,0.440476096601011,0.559,0.31,0.00164757406904512,"Lrfn2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
7.84103365483825e-08,0.441031264254186,0.705,0.448,0.00183817351970373,"Kif26b","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
7.91106698413227e-08,0.704371251416783,0.338,0.156,0.00185459143309013,"Irs1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
7.93249904281978e-08,0.612732141918027,0.4,0.198,0.00185961575060824,"Unc13b","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
9.71085296868501e-08,0.449971606126299,0.552,0.31,0.00227651526144883,"Gnao1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.04429479647685e-07,0.686151327227163,0.362,0.177,0.00244814029138068,"Klf8","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.05165235084081e-07,-0.714503029193498,0.575,0.648,0.00246538860607612,"Ssbp2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.25481994005614e-07,0.66141925963686,0.348,0.164,0.0029416743854736,"Rap1gap2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.30561903056728e-07,0.325192141684393,0.944,0.883,0.00306076269335888,"Galntl6","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.46490726534698e-07,0.750853633045941,0.275,0.117,0.00343418210215292,"Dmtf1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.49541350082521e-07,0.620582458323844,0.328,0.151,0.00350569786998454,"Mapk8","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.55677052733316e-07,0.749311752197378,0.325,0.151,0.00364953714722713,"Micu1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.58737805372769e-07,0.538708315075443,0.42,0.211,0.00372129037135383,"Raf1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.67854241997644e-07,-0.296387378406105,0.979,0.992,0.00393500699515078,"Atp2b1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.68897791346197e-07,0.518854484907935,0.411,0.208,0.0039594709225289,"Zfp704","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.74039411255883e-07,0.2836463443698,0.993,0.966,0.00408000591807167,"Frmd4a","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.82653546148519e-07,0.60838932812302,0.382,0.193,0.00428194708235973,"Nck2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.83355782971445e-07,0.692643405491033,0.27,0.115,0.00429840962019959,"Gm16183","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.86087824050615e-07,0.80900910588436,0.275,0.12,0.00436245685921857,"5330417C22Rik","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.88760949120385e-07,0.940413600740257,0.251,0.104,0.00442512293022918,"Bbip1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.89363008489005e-07,0.633425216971627,0.393,0.203,0.00443923700800774,"Fam110b","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.92176618106346e-07,0.488316609791505,0.546,0.297,0.00450519645826707,"Rufy3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.955619266669e-07,-1.46430769218638,0.185,0.297,0.00458455824685214,"Gapdh","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
2.0430496713026e-07,0.438116659766825,0.564,0.318,0.00478952134443468,"Parp8","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.22463907922094e-07,0.894736665158952,0.252,0.107,0.00521522139341766,"D130043K22Rik","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.34983883970749e-07,-1.29603748004967,0.284,0.38,0.00550872719192628,"Hsp90aa1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
2.72060522684553e-07,0.678216216313777,0.325,0.156,0.00637791483329397,"Sgsm1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.74320918336172e-07,0.688193778329181,0.375,0.19,0.00643090528855488,"Clcn5","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.77468288385469e-07,0.652728655412065,0.331,0.161,0.00650468908462054,"Chst11","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.95457405677728e-07,0.559825315271264,0.333,0.154,0.00692640796130299,"Safb","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.96299321768557e-07,0.637596425128011,0.289,0.13,0.00694614500022029,"Rapgef1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.07343467847618e-07,0.532265150341651,0.338,0.164,0.00720505291675172,"Rnf217","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.13721626850738e-07,0.716483634405533,0.315,0.148,0.00735457609826186,"Prkar2b","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.21679411241908e-07,0.397415861344377,0.492,0.263,0.00754113043774405,"Senp7","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.33747527954948e-07,0.476845735720211,0.387,0.193,0.00782404329784784,"Rnf121","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.39420804759159e-07,0.281077506332717,0.961,0.924,0.00795704192596896,"Nkain3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.47897687656738e-07,0.678985820381023,0.305,0.141,0.00815576549173691,"Hdac8","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.81591247711882e-07,0.709110316629376,0.336,0.172,0.00894564362010965,"Sv2b","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
3.99933668503916e-07,0.406607682306453,0.698,0.474,0.00937564499073731,"Mlip","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
4.12402606437371e-07,0.597307294133885,0.374,0.188,0.00966795430271128,"Itch","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
4.25125562312955e-07,0.556754431467957,0.387,0.201,0.00996621855730261,"Smpd3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
4.33866300182123e-07,0.76428912421522,0.33,0.164,0.0101711276751695,"Tmem164","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
4.45359478470739e-07,0.405351650386727,0.579,0.354,0.0104405622537895,"Plxdc2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
4.47328225396645e-07,0.409285094631337,0.554,0.328,0.0104867155879736,"Fam168a","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
4.66297739972731e-07,-0.515238562611304,0.78,0.747,0.0109314179181807,"Plppr4","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
4.95893619815655e-07,0.784669111991733,0.3,0.143,0.0116252341293384,"Gnai1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
5.48987818637445e-07,-0.414615166110664,0.821,0.859,0.0128699214323176,"Herc1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
5.55087411897465e-07,0.746305122787595,0.256,0.109,0.0130129141971123,"Rasa2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
5.76927931744743e-07,0.369290584667902,0.667,0.411,0.013524921503892,"Pigk","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
5.83723443872357e-07,0.950806524258504,0.264,0.122,0.0136842286946997,"Ntf3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.21204420458659e-07,0.60543155423244,0.274,0.12,0.0145628952288123,"Abca3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.21906969558171e-07,0.882882997526472,0.298,0.143,0.0145793650873522,"Ubac2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.22074922382566e-07,0.400068890146038,0.633,0.388,0.0145833024054145,"Plxna2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.53874624292458e-07,-0.692972203733291,0.418,0.51,0.0153287828172881,"mt-Co2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
6.56830988315341e-07,-0.367362183754649,0.933,0.938,0.0153980888590765,"Large1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
6.57906974153307e-07,0.529035288453932,0.366,0.188,0.015423313195076,"Cxadr","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.6235802774449e-07,-0.607911061009566,0.384,0.505,0.0155276592444141,"Cpe","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
6.64162230102528e-07,0.504225804800003,0.331,0.159,0.0155699551602936,"Thada","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.73397572676985e-07,0.803843047083631,0.264,0.117,0.0157864592962666,"Tab2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.79400423976727e-07,0.513210774251443,0.421,0.224,0.0159271841392864,"Ube3c","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
6.91907115648579e-07,-0.957859083068449,0.367,0.448,0.0162203785121496,"Atp5b","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
7.49505971584018e-07,-0.477485822051233,0.733,0.734,0.0175706684918441,"Arglu1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
7.51950044585073e-07,0.414916368280694,0.652,0.409,0.0176279648952079,"AC149090.1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
7.71631060858329e-07,0.474118992285002,0.662,0.458,0.0180893469597018,"Lgi1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
7.75138199895388e-07,0.356457992310842,0.831,0.625,0.0181715648201476,"C1ql3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
7.97992086116256e-07,0.401123885359045,0.93,0.807,0.0187073284748234,"Sema5a","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
8.01796995284197e-07,0.770619924114238,0.285,0.13,0.0187965269604474,"Cnot3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
8.03653137837365e-07,0.58986332431447,0.351,0.182,0.0188400405103213,"L1cam","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
8.23176611831156e-07,0.450594845969752,0.456,0.25,0.0192977293111578,"Vti1a","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
8.69784687109539e-07,0.694605877406448,0.348,0.18,0.0203903624199089,"Prex2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
8.82158287305173e-07,0.438684381680972,0.51,0.292,0.0206804367292952,"Sema4d","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
8.84282528559113e-07,0.632391751220048,0.315,0.151,0.0207302353170113,"Desi2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
8.99313209704002e-07,0.477355493008254,0.28,0.128,0.0210825995750909,"Uba6","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
9.22171905862683e-07,0.345719818794119,0.518,0.279,0.0216184759891389,"Shtn1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
9.25808712464698e-07,0.734540486990793,0.279,0.135,0.0217037336463099,"Kctd8","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
9.73966962582679e-07,0.882826077654445,0.28,0.133,0.0228327075038257,"Ccnd2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.05994191096868e-06,-0.304799479631998,0.939,0.953,0.0248482182188387,"Map2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.06861565549931e-06,0.72721555502104,0.251,0.109,0.0250515568118703,"Ssx2ip","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.08042853571031e-06,-0.380600800092036,0.859,0.88,0.0253284861626567,"Slc4a10","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.15589466886805e-06,0.725357792707705,0.361,0.19,0.0270976387222737,"Zswim5","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.17017488942874e-06,0.510580096012033,0.462,0.26,0.027432409932878,"Apbb2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.25958685599791e-06,0.603419979374638,0.407,0.221,0.029528494665159,"Atp2b3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.35249382724307e-06,0.414734159209157,0.411,0.216,0.0317065127920592,"4632427E13Rik","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.38953379710784e-06,0.817117653366152,0.259,0.117,0.0325748408055991,"Mfhas1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.39535987191369e-06,0.348439588093901,0.608,0.367,0.0327114214772727,"Grik4","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.40405666288158e-06,-0.400976546089679,0.805,0.799,0.0329153003479328,"Rbm39","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.43505857412504e-06,0.500521235433497,0.333,0.164,0.0336420781532133,"Fnbp4","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.60369847677961e-06,-0.315274767531142,0.977,0.987,0.0375955033911443,"Gpm6a","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.67808482217934e-06,0.575507025587564,0.331,0.167,0.0393393424863502,"Tmeff1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.70191513405413e-06,0.210113504160665,0.992,0.977,0.0398979964876309,"Gm26871","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.71645606626322e-06,-0.21150390543793,1,1,0.0402388795614087,"Nrg3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.7409366997187e-06,0.612514791756926,0.285,0.133,0.0408127790515055,"Nfkb1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.81846982141494e-06,0.774275044929083,0.295,0.143,0.0426303880234305,"Rps6ka2","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.86115175185717e-06,0.360920921701622,0.644,0.401,0.0436309805187877,"Dnm3","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.90490734617676e-06,-0.401447026219878,0.977,0.984,0.0446567429164217,"Syt1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.95212099564848e-06,0.457611031985702,0.42,0.229,0.0457635725009873,"Osbpl9","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
1.95332676970916e-06,-0.381904440350571,0.556,0.664,0.0457918394622919,"Pbx1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
1.98339453059557e-06,0.601131709140514,0.433,0.247,0.0464967179807519,"Slc6a15","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.00145789395937e-06,0.31527429854869,0.362,0.182,0.0469201774080896,"Gm26917","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.03736911007009e-06,0.641803182881776,0.257,0.115,0.047762044047373,"Rabl6","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Up"
2.09582346212163e-06,-0.343924868601913,0.675,0.826,0.0491323894225173,"Tafa1","ExcitatoryNeuronsMatureDG","24hrvs1hr_SAL","Down"
6.60066559251249e-36,1.83605373139776,0.654,0.326,1.5473940348527e-31,"Adarb2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
5.84460023574192e-25,-0.767796143179763,0.507,0.805,1.37014963326498e-20,"Pcdh15","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
2.79690027120332e-24,-0.855159505662634,0.422,0.706,6.55677330578195e-20,"Ntm","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
3.18093186962319e-23,-0.660768404771215,0.857,0.953,7.45705858195764e-19,"AY036118","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
8.82474658484364e-23,-0.410873017927217,1,1,2.06878534188489e-18,"Gm42418","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
1.66771665529162e-22,-0.693812923102767,0.696,0.919,3.90962815500014e-18,"Robo1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
3.08174069962388e-22,-0.68720644149034,0.618,0.883,7.22452472212827e-18,"Galntl6","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
9.03651420034658e-22,0.988960983824508,0.716,0.435,2.11843002398725e-17,"Diaph2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
6.78009574375061e-21,-0.793780047358816,0.694,0.857,1.58945784520746e-16,"Tuba1a","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
1.25952893548838e-20,-0.884208200392649,0.256,0.526,2.95271368346541e-16,"Gpc5","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
5.99936580689686e-20,-0.641782807156547,0.893,0.938,1.40643132611083e-15,"Ddx5","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
6.03477488021036e-20,-0.517214285668886,0.995,1,1.41473227516771e-15,"Tcf4","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
1.7093776120594e-19,0.852146644827937,0.866,0.685,4.00729393595084e-15,"Rasal2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
2.20668107940787e-19,-0.750015000581242,0.719,0.922,5.17312245445586e-15,"Cntnap2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
3.97032191597628e-19,0.828238346203612,0.836,0.656,9.30762566762319e-15,"Ahcyl2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
4.68579974666098e-19,1.08802502262328,0.551,0.253,1.09849203460973e-14,"Tanc1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
4.82997552971811e-19,-0.80439991710854,0.5,0.753,1.13229116343182e-14,"Snhg11","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
1.38416916254363e-18,-0.616456442829826,0.755,0.898,3.24490776775103e-14,"Ptprg","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
2.00340396346403e-18,-0.679177835536865,0.752,0.896,4.69657991154873e-14,"Rian","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
1.13946630974859e-17,-0.594988614823036,0.659,0.891,2.67125086994362e-13,"Slc8a1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
1.45087774711024e-17,-0.871054130665195,0.303,0.518,3.40129270255054e-13,"Ppp2r2b","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
3.95741376203375e-17,-0.557902122978462,0.293,0.518,9.27736508233571e-13,"Dpp10","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
2.23383713444023e-16,-0.614026669718638,0.979,0.982,5.23678439426823e-12,"Meg3","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
2.41691892731999e-16,-0.643701599429872,0.749,0.914,5.66598304131625e-12,"Nrg1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
2.66381883963481e-16,0.592390460673906,0.966,0.927,6.24479050575589e-12,"Kctd16","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
3.83307571943854e-16,1.00789033406963,0.605,0.339,8.98587940907977e-12,"Itga8","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
4.4789036626067e-16,-0.827716422099358,0.415,0.62,1.04998938562489e-11,"Tenm3","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
4.86727963827988e-16,-0.83511923378021,0.38,0.586,1.14103636560195e-11,"Tmem178b","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
7.6340667308733e-16,-1.09375457284365,0.237,0.453,1.78965426371863e-11,"Mgat4c","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
1.5110611714599e-15,0.88924147269632,0.685,0.445,3.54238070425344e-11,"Ano3","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
1.52799436800462e-15,0.944126151935054,0.603,0.344,3.58207719691324e-11,"Wipf3","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
3.71379546708924e-15,0.791681036877167,0.741,0.531,8.70625071349731e-11,"Syne1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
5.01207145816107e-15,0.91710640396006,0.544,0.276,1.1749799119367e-10,"Pitpnm2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
5.37388735809818e-15,-0.561698114969203,0.762,0.917,1.25980041335896e-10,"Hs6st3","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
