condition,gene,go_term_count
Astrocytes_24hrvs1hr_PTZ,Apoe,1
Astrocytes_24hrvs1hr_PTZ,Asic2,2
Astrocytes_24hrvs1hr_PTZ,Atp1b1,6
Astrocytes_24hrvs1hr_PTZ,Brinp1,1
Astrocytes_24hrvs1hr_PTZ,Cacna1b,3
Astrocytes_24hrvs1hr_PTZ,Cacna1e,3
Astrocytes_24hrvs1hr_PTZ,Cacna2d1,5
Astrocytes_24hrvs1hr_PTZ,Celf4,1
Astrocytes_24hrvs1hr_PTZ,Dpp10,3
Astrocytes_24hrvs1hr_PTZ,Gja1,3
Astrocytes_24hrvs1hr_PTZ,Grin2a,4
Astrocytes_24hrvs1hr_PTZ,Hcn1,5
Astrocytes_24hrvs1hr_PTZ,Kcnj3,3
Astrocytes_24hrvs1hr_PTZ,Kcnn2,7
Astrocytes_24hrvs1hr_PTZ,Kcnq3,5
Astrocytes_24hrvs1hr_PTZ,Kcnq5,3
Astrocytes_24hrvs1hr_PTZ,Nedd4,4
Astrocytes_24hrvs1hr_PTZ,Ntrk2,3
Astrocytes_24hrvs1hr_PTZ,Scn2a,4
Astrocytes_24hrvs1hr_PTZ,Sgcd,2
Astrocytes_24hrvs1hr_PTZ,Sgcz,2
Astrocytes_24hrvs1hr_PTZ,Slc1a3,2
Astrocytes_24hrvs1hr_PTZ,Snap25,1
Astrocytes_24hrvs1hr_PTZ,Tuba1a,1
Astrocytes_24hrvs1hr_SAL,Actb,3
Astrocytes_24hrvs1hr_SAL,Actg1,2
Astrocytes_24hrvs1hr_SAL,Adam22,1
Astrocytes_24hrvs1hr_SAL,Akap6,5
Astrocytes_24hrvs1hr_SAL,Ank3,7
Astrocytes_24hrvs1hr_SAL,Asic2,6
Astrocytes_24hrvs1hr_SAL,Atp1b1,4
Astrocytes_24hrvs1hr_SAL,Atp2b1,2
Astrocytes_24hrvs1hr_SAL,Atp2c1,3
Astrocytes_24hrvs1hr_SAL,Bcl11a,2
Astrocytes_24hrvs1hr_SAL,Brinp1,1
Astrocytes_24hrvs1hr_SAL,Cacna1a,11
Astrocytes_24hrvs1hr_SAL,Cacna1b,4
Astrocytes_24hrvs1hr_SAL,Cacna1c,7
Astrocytes_24hrvs1hr_SAL,Cacna1d,5
Astrocytes_24hrvs1hr_SAL,Cacna1e,6
Astrocytes_24hrvs1hr_SAL,Cacna2d1,5
Astrocytes_24hrvs1hr_SAL,Cacna2d3,2
Astrocytes_24hrvs1hr_SAL,Cacnb2,5
Astrocytes_24hrvs1hr_SAL,Cacnb4,8
Astrocytes_24hrvs1hr_SAL,Cdh11,3
Astrocytes_24hrvs1hr_SAL,Cdh12,2
Astrocytes_24hrvs1hr_SAL,Cdh8,5
Astrocytes_24hrvs1hr_SAL,Cdkl5,6
Astrocytes_24hrvs1hr_SAL,Celf4,1
Astrocytes_24hrvs1hr_SAL,Chl1,5
Astrocytes_24hrvs1hr_SAL,Clstn2,6
Astrocytes_24hrvs1hr_SAL,Cnksr2,1
Astrocytes_24hrvs1hr_SAL,Cntn1,4
Astrocytes_24hrvs1hr_SAL,Cntn5,6
Astrocytes_24hrvs1hr_SAL,Cntnap2,10
Astrocytes_24hrvs1hr_SAL,Dlg2,1
Astrocytes_24hrvs1hr_SAL,Dpp10,1
Astrocytes_24hrvs1hr_SAL,Dpp6,4
Astrocytes_24hrvs1hr_SAL,Dscam,7
Astrocytes_24hrvs1hr_SAL,Dscaml1,4
Astrocytes_24hrvs1hr_SAL,Epha3,5
Astrocytes_24hrvs1hr_SAL,Epha5,5
Astrocytes_24hrvs1hr_SAL,Epha6,3
Astrocytes_24hrvs1hr_SAL,Epha7,9
Astrocytes_24hrvs1hr_SAL,Fgf14,5
Astrocytes_24hrvs1hr_SAL,Foxp1,6
Astrocytes_24hrvs1hr_SAL,Frmpd4,3
Astrocytes_24hrvs1hr_SAL,Gabra2,3
Astrocytes_24hrvs1hr_SAL,Gabrb2,3
Astrocytes_24hrvs1hr_SAL,Gabrb3,4
Astrocytes_24hrvs1hr_SAL,Gli3,3
Astrocytes_24hrvs1hr_SAL,Gnao1,2
Astrocytes_24hrvs1hr_SAL,Gpr158,3
Astrocytes_24hrvs1hr_SAL,Gria1,7
Astrocytes_24hrvs1hr_SAL,Gria3,1
Astrocytes_24hrvs1hr_SAL,Gria4,1
Astrocytes_24hrvs1hr_SAL,Grin1,14
Astrocytes_24hrvs1hr_SAL,Grin2a,9
Astrocytes_24hrvs1hr_SAL,Grin2b,9
Astrocytes_24hrvs1hr_SAL,Grm1,2
Astrocytes_24hrvs1hr_SAL,Grm3,1
Astrocytes_24hrvs1hr_SAL,Grm7,3
Astrocytes_24hrvs1hr_SAL,Hcn1,4
Astrocytes_24hrvs1hr_SAL,Hecw1,2
Astrocytes_24hrvs1hr_SAL,Hecw2,2
Astrocytes_24hrvs1hr_SAL,Hsp90aa1,2
Astrocytes_24hrvs1hr_SAL,Hsp90ab1,2
Astrocytes_24hrvs1hr_SAL,Hspa8,3
Astrocytes_24hrvs1hr_SAL,Kcnb2,1
Astrocytes_24hrvs1hr_SAL,Kcnh7,3
Astrocytes_24hrvs1hr_SAL,Kcnip4,1
Astrocytes_24hrvs1hr_SAL,Kcnj3,1
Astrocytes_24hrvs1hr_SAL,Kcnq3,4
Astrocytes_24hrvs1hr_SAL,Kcnq5,1
Astrocytes_24hrvs1hr_SAL,Klf7,4
Astrocytes_24hrvs1hr_SAL,Lingo2,4
Astrocytes_24hrvs1hr_SAL,Lrfn5,5
Astrocytes_24hrvs1hr_SAL,Lrrtm4,5
Astrocytes_24hrvs1hr_SAL,Map1b,2
Astrocytes_24hrvs1hr_SAL,Mapt,7
Astrocytes_24hrvs1hr_SAL,Nalcn,4
Astrocytes_24hrvs1hr_SAL,Npas3,1
Astrocytes_24hrvs1hr_SAL,Nptn,7
Astrocytes_24hrvs1hr_SAL,Nrg1,7
Astrocytes_24hrvs1hr_SAL,Nrg3,2
Astrocytes_24hrvs1hr_SAL,Nrp1,7
Astrocytes_24hrvs1hr_SAL,Pak3,5
Astrocytes_24hrvs1hr_SAL,Pcdh15,2
Astrocytes_24hrvs1hr_SAL,Pclo,3
Astrocytes_24hrvs1hr_SAL,Pex5l,1
Astrocytes_24hrvs1hr_SAL,Phactr1,1
Astrocytes_24hrvs1hr_SAL,Plppr4,2
Astrocytes_24hrvs1hr_SAL,Plxna4,4
Astrocytes_24hrvs1hr_SAL,Ppfia2,4
Astrocytes_24hrvs1hr_SAL,Prex2,2
Astrocytes_24hrvs1hr_SAL,Prkcb,1
Astrocytes_24hrvs1hr_SAL,Ptprd,7
Astrocytes_24hrvs1hr_SAL,Ptprk,1
Astrocytes_24hrvs1hr_SAL,Rapgef4,6
Astrocytes_24hrvs1hr_SAL,Rims1,2
Astrocytes_24hrvs1hr_SAL,Robo1,10
Astrocytes_24hrvs1hr_SAL,Ryr2,5
Astrocytes_24hrvs1hr_SAL,Ryr3,2
Astrocytes_24hrvs1hr_SAL,Scn2a,5
Astrocytes_24hrvs1hr_SAL,Scn3a,4
Astrocytes_24hrvs1hr_SAL,Scn8a,5
Astrocytes_24hrvs1hr_SAL,Sema6d,4
Astrocytes_24hrvs1hr_SAL,Sh3gl2,2
Astrocytes_24hrvs1hr_SAL,Shisa6,1
Astrocytes_24hrvs1hr_SAL,Sipa1l1,7
Astrocytes_24hrvs1hr_SAL,Slc24a2,3
Astrocytes_24hrvs1hr_SAL,Slc4a10,1
Astrocytes_24hrvs1hr_SAL,Slc8a1,4
Astrocytes_24hrvs1hr_SAL,Slit3,4
Astrocytes_24hrvs1hr_SAL,Snap25,2
Astrocytes_24hrvs1hr_SAL,Snap91,3
Astrocytes_24hrvs1hr_SAL,Sobp,2
Astrocytes_24hrvs1hr_SAL,Sorbs2,2
Astrocytes_24hrvs1hr_SAL,Syt1,2
Astrocytes_24hrvs1hr_SAL,Tafa2,1
Astrocytes_24hrvs1hr_SAL,Tenm1,1
Astrocytes_24hrvs1hr_SAL,Tenm2,4
Astrocytes_24hrvs1hr_SAL,Tmem108,3
Astrocytes_24hrvs1hr_SAL,Tnr,6
Astrocytes_24hrvs1hr_SAL,Trpm3,2
Astrocytes_24hrvs1hr_SAL,Tuba1a,4
Astrocytes_24hrvs1hr_SAL,Tubb2b,3
Astrocytes_24hrvs1hr_SAL,Ubb,1
Astrocytes_24hrvs1hr_SAL,Unc5c,3
Astrocytes_24hrvs1hr_SAL,Unc5d,4
Astrocytes_24hrvs1hr_SAL,Zfp804a,3
CGE_24hrvs1hr_PTZ,Atp1b1,1
CGE_24hrvs1hr_PTZ,Cacna1d,1
CGE_24hrvs1hr_PTZ,Calm1,1
CGE_24hrvs1hr_PTZ,Fgf14,1
CGE_24hrvs1hr_SAL,Atp1b1,1
CGE_24hrvs1hr_SAL,Brinp2,1
CGE_24hrvs1hr_SAL,Gapdh,1
CGE_24hrvs1hr_SAL,Hsp90aa1,3
CGE_24hrvs1hr_SAL,Hsp90ab1,3
CGE_24hrvs1hr_SAL,Hspa8,2
CGE_24hrvs1hr_SAL,Ppia,1
CGE_24hrvs1hr_SAL,Ubb,1
CGE_PTZvsSAL_1hr,Ddx5,3
CGE_PTZvsSAL_1hr,Snrnp70,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Abhd12,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ablim1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Actb,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Actg1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Actr2,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Actr3,7
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Adcy1,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Adgrb1,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ank2,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ank3,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ap2b1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Apba1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Aplp1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Aplp2,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Arhgap39,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Atp1b1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Atp2a2,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Atp6v0a1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Atp6v1a,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Atp6v1h,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Bcl11a,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Bcl11b,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Brinp1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Bsg,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Btbd9,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cacna1a,10
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cacna1b,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cacna1c,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cacna1d,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cacna2d1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cacnb2,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cacng8,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Calm1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Calm2,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Calm3,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Caly,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Camk4,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cck,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cfl1,7
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Chd4,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Chl1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Chrd,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Clasp2,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cltc,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cnih2,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cnksr2,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cntnap2,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cpeb1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Csmd1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cx3cl1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Cyp7b1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,D130043K22Rik,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Dab1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Dcc,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Dgkb,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Dmd,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Dnm2,8
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Dpysl5,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Dscaml1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Dtnbp1,8
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Dvl1,13
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Eif4g2,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ephb2,9
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Eps8,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Etv1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Farp1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Fgf12,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Fgf14,7
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Fhl1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Flrt2,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Fmn1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Foxp1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Frmpd4,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Gabra2,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Gabra4,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Gnao1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Gpm6a,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Gpm6b,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Gria1,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Grin2b,8
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Grm7,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Grm8,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Hecw1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Hnrnpk,7
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Homer1,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Hsp90aa1,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Hsp90ab1,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Hspa8,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Il1rapl2,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Iqsec2,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Itga8,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Jph4,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Kcnh7,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Kcnn2,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Kcnq3,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Kif5a,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,L1cam,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Lrfn5,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Lrp1,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Lsamp,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Macf1,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Magi2,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Malat1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Map1b,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Mapk10,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Mapt,10
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Mdga2,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Megf9,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Mir124a-1hg,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Nav2,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ncam1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ncdn,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Nfix,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Nos1ap,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Nr3c1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Nr3c2,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Nrg1,7
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Nrxn2,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Nsg1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ntng1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Oxr1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Pak3,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Parp1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Pcdh15,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Pde8b,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Pebp1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Pex5l,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Pfn2,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Pgrmc1,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Pja2,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Pkp2,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Plcb1,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Plxna1,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Plxna4,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ppfia2,8
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ppp3cb,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ppp3r1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Prepl,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Prkcg,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Prnp,8
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Prrt1,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Psap,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ptprn2,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ptprs,7
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ptprt,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rab3a,7
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rapgef4,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rasal1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rasgrf1,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rgs7bp,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rheb,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rimbp2,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rims2,10
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Robo1,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rock1,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rock2,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Rufy3,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Shank1,7
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Shank2,8
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Slc17a7,9
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Slc4a10,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Slc6a17,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Slc8a1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Slit1,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Slit3,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Snap25,10
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Snca,12
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Sorbs1,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Sorcs3,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Specc1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Stxbp5l,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Syn2,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Syt1,8
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Syt4,12
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Taco1,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Tanc1,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Tmem108,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Trim9,5
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Tuba1a,6
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Tubb2b,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Tubb3,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ubb,1
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Uchl1,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ulk2,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Unc13b,7
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Vamp2,8
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Vcl,4
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Wasl,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ywhah,3
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Ywhaz,2
ExcitatoryNeuronsCA1_24hrvs1hr_PTZ,Zeb2,3
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Abhd6,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Ablim1,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Actb,4
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Actg1,5
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Adcy8,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Agrn,9
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Ahi1,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Aplp1,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Atp1a3,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Atp1b1,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Atp2a2,3
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Atxn1,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Bcl11a,9
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Bcl6,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Btbd9,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Cacna1e,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Calm1,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Calm3,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Camk1d,3
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Camkv,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Cck,3
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Cdh10,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Cdh2,7
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Cfl1,10
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Chd4,6
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Chl1,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Clstn1,8
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Cnih2,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Cntn6,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Csmd3,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,D130043K22Rik,7
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dab2ip,7
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dgkg,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dixdc1,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dleu2,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dmd,3
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dnm2,8
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dpysl5,3
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dtnbp1,7
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dynll1,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Dynlt1a,3
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Enc1,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Epha5,2
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Epha6,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Epha7,12
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Ephb2,13
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Fgf14,4
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Flna,6
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Flrt2,8
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Gabrb3,3
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Gdi1,7
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Gpm6a,6
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Gria1,4
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Hnrnpa1,1
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Hnrnpk,9
ExcitatoryNeuronsCA1_24hrvs1hr_SAL,Hsp90aa1,6
